,entry_date,exit_date,quarter_date
2952,2017-09-25,2017-09-26,2017-07-01
2953,2017-09-26,2017-09-27,2017-07-01
2954,2017-09-27,2017-09-28,2017-07-01
2955,2017-09-28,2017-09-29,2017-07-01
2956,2017-09-29,2017-10-02,2017-07-01
2957,2017-10-02,2017-10-03,2017-10-01
2958,2017-10-03,2017-10-04,2017-10-01
2959,2017-10-04,2017-10-05,2017-10-01
2960,2017-10-05,2017-10-06,2017-10-01
2961,2017-10-06,2017-10-09,2017-10-01
2962,2017-10-09,2017-10-10,2017-10-01
2963,2017-10-10,2017-10-11,2017-10-01
2964,2017-10-11,2017-10-12,2017-10-01
2965,2017-10-12,2017-10-13,2017-10-01
2966,2017-10-13,2017-10-16,2017-10-01
2967,2017-10-16,2017-10-17,2017-10-01
2968,2017-10-17,2017-10-18,2017-10-01
2969,2017-10-18,2017-10-19,2017-10-01
2970,2017-10-19,2017-10-20,2017-10-01
2971,2017-10-20,2017-10-23,2017-10-01
2972,2017-10-23,2017-10-24,2017-10-01
2973,2017-10-24,2017-10-25,2017-10-01
2974,2017-10-25,2017-10-26,2017-10-01
2975,2017-10-26,2017-10-27,2017-10-01
2976,2017-10-27,2017-10-30,2017-10-01
2977,2017-10-30,2017-10-31,2017-10-01
2978,2017-10-31,2017-11-01,2017-10-01
2979,2017-11-01,2017-11-02,2017-10-01
2980,2017-11-02,2017-11-03,2017-10-01
2981,2017-11-03,2017-11-06,2017-10-01
2982,2017-11-06,2017-11-07,2017-10-01
2983,2017-11-07,2017-11-08,2017-10-01
2984,2017-11-08,2017-11-09,2017-10-01
2985,2017-11-09,2017-11-10,2017-10-01
2986,2017-11-10,2017-11-13,2017-10-01
2987,2017-11-13,2017-11-14,2017-10-01
2988,2017-11-14,2017-11-15,2017-10-01
2989,2017-11-15,2017-11-16,2017-10-01
2990,2017-11-16,2017-11-17,2017-10-01
2991,2017-11-17,2017-11-20,2017-10-01
2992,2017-11-20,2017-11-21,2017-10-01
2993,2017-11-21,2017-11-22,2017-10-01
2994,2017-11-22,2017-11-24,2017-10-01
2995,2017-11-24,2017-11-27,2017-10-01
2996,2017-11-27,2017-11-28,2017-10-01
2997,2017-11-28,2017-11-29,2017-10-01
2998,2017-11-29,2017-11-30,2017-10-01
2999,2017-11-30,2017-12-01,2017-10-01
3000,2017-12-01,2017-12-04,2017-10-01
3001,2017-12-04,2017-12-05,2017-10-01
3002,2017-12-05,2017-12-06,2017-10-01
3003,2017-12-06,2017-12-07,2017-10-01
3004,2017-12-07,2017-12-08,2017-10-01
3005,2017-12-08,2017-12-11,2017-10-01
3006,2017-12-11,2017-12-12,2017-10-01
3007,2017-12-12,2017-12-13,2017-10-01
3008,2017-12-13,2017-12-14,2017-10-01
3009,2017-12-14,2017-12-15,2017-10-01
3010,2017-12-15,2017-12-18,2017-10-01
3011,2017-12-18,2017-12-19,2017-10-01
3012,2017-12-19,2017-12-20,2017-10-01
3013,2017-12-20,2017-12-21,2017-10-01
3014,2017-12-21,2017-12-22,2017-10-01
3015,2017-12-22,2017-12-26,2017-10-01
3016,2017-12-26,2017-12-27,2017-10-01
3017,2017-12-27,2017-12-28,2017-10-01
3018,2017-12-28,2017-12-29,2017-10-01
3019,2017-12-29,2018-01-02,2017-10-01
3020,2018-01-02,2018-01-03,2018-01-01
3021,2018-01-03,2018-01-04,2018-01-01
3022,2018-01-04,2018-01-05,2018-01-01
3023,2018-01-05,2018-01-08,2018-01-01
3024,2018-01-08,2018-01-09,2018-01-01
3025,2018-01-09,2018-01-10,2018-01-01
3026,2018-01-10,2018-01-11,2018-01-01
3027,2018-01-11,2018-01-12,2018-01-01
3028,2018-01-12,2018-01-16,2018-01-01
3029,2018-01-16,2018-01-17,2018-01-01
3030,2018-01-17,2018-01-18,2018-01-01
3031,2018-01-18,2018-01-19,2018-01-01
3032,2018-01-19,2018-01-22,2018-01-01
3033,2018-01-22,2018-01-23,2018-01-01
3034,2018-01-23,2018-01-24,2018-01-01
3035,2018-01-24,2018-01-25,2018-01-01
3036,2018-01-25,2018-01-26,2018-01-01
3037,2018-01-26,2018-01-29,2018-01-01
3038,2018-01-29,2018-01-30,2018-01-01
3039,2018-01-30,2018-01-31,2018-01-01
3040,2018-01-31,2018-02-01,2018-01-01
3041,2018-02-01,2018-02-02,2018-01-01
3042,2018-02-02,2018-02-05,2018-01-01
3043,2018-02-05,2018-02-06,2018-01-01
3044,2018-02-06,2018-02-07,2018-01-01
3045,2018-02-07,2018-02-08,2018-01-01
3046,2018-02-08,2018-02-09,2018-01-01
3047,2018-02-09,2018-02-12,2018-01-01
3048,2018-02-12,2018-02-13,2018-01-01
3049,2018-02-13,2018-02-14,2018-01-01
3050,2018-02-14,2018-02-15,2018-01-01
3051,2018-02-15,2018-02-16,2018-01-01
3052,2018-02-16,2018-02-20,2018-01-01
3053,2018-02-20,2018-02-21,2018-01-01
3054,2018-02-21,2018-02-22,2018-01-01
3055,2018-02-22,2018-02-23,2018-01-01
3056,2018-02-23,2018-02-26,2018-01-01
3057,2018-02-26,2018-02-27,2018-01-01
3058,2018-02-27,2018-02-28,2018-01-01
3059,2018-02-28,2018-03-01,2018-01-01
3060,2018-03-01,2018-03-02,2018-01-01
3061,2018-03-02,2018-03-05,2018-01-01
3062,2018-03-05,2018-03-06,2018-01-01
3063,2018-03-06,2018-03-07,2018-01-01
3064,2018-03-07,2018-03-08,2018-01-01
3065,2018-03-08,2018-03-09,2018-01-01
3066,2018-03-09,2018-03-12,2018-01-01
3067,2018-03-12,2018-03-13,2018-01-01
3068,2018-03-13,2018-03-14,2018-01-01
3069,2018-03-14,2018-03-15,2018-01-01
3070,2018-03-15,2018-03-16,2018-01-01
3071,2018-03-16,2018-03-19,2018-01-01
3072,2018-03-19,2018-03-20,2018-01-01
3073,2018-03-20,2018-03-21,2018-01-01
3074,2018-03-21,2018-03-22,2018-01-01
3075,2018-03-22,2018-03-23,2018-01-01
3076,2018-03-23,2018-03-26,2018-01-01
3077,2018-03-26,2018-03-27,2018-01-01
3078,2018-03-27,2018-03-28,2018-01-01
3079,2018-03-28,2018-03-29,2018-01-01
3080,2018-03-29,2018-04-02,2018-01-01
3081,2018-04-02,2018-04-03,2018-04-01
3082,2018-04-03,2018-04-04,2018-04-01
3083,2018-04-04,2018-04-05,2018-04-01
3084,2018-04-05,2018-04-06,2018-04-01
3085,2018-04-06,2018-04-09,2018-04-01
3086,2018-04-09,2018-04-10,2018-04-01
3087,2018-04-10,2018-04-11,2018-04-01
3088,2018-04-11,2018-04-12,2018-04-01
3089,2018-04-12,2018-04-13,2018-04-01
3090,2018-04-13,2018-04-16,2018-04-01
3091,2018-04-16,2018-04-17,2018-04-01
3092,2018-04-17,2018-04-18,2018-04-01
3093,2018-04-18,2018-04-19,2018-04-01
3094,2018-04-19,2018-04-20,2018-04-01
3095,2018-04-20,2018-04-23,2018-04-01
3096,2018-04-23,2018-04-24,2018-04-01
3097,2018-04-24,2018-04-25,2018-04-01
3098,2018-04-25,2018-04-26,2018-04-01
3099,2018-04-26,2018-04-27,2018-04-01
3100,2018-04-27,2018-04-30,2018-04-01
3101,2018-04-30,2018-05-01,2018-04-01
3102,2018-05-01,2018-05-02,2018-04-01
3103,2018-05-02,2018-05-03,2018-04-01
3104,2018-05-03,2018-05-04,2018-04-01
3105,2018-05-04,2018-05-07,2018-04-01
3106,2018-05-07,2018-05-08,2018-04-01
3107,2018-05-08,2018-05-09,2018-04-01
3108,2018-05-09,2018-05-10,2018-04-01
3109,2018-05-10,2018-05-11,2018-04-01
3110,2018-05-11,2018-05-14,2018-04-01
3111,2018-05-14,2018-05-15,2018-04-01
3112,2018-05-15,2018-05-16,2018-04-01
3113,2018-05-16,2018-05-17,2018-04-01
3114,2018-05-17,2018-05-18,2018-04-01
3115,2018-05-18,2018-05-21,2018-04-01
3116,2018-05-21,2018-05-22,2018-04-01
3117,2018-05-22,2018-05-23,2018-04-01
3118,2018-05-23,2018-05-24,2018-04-01
3119,2018-05-24,2018-05-25,2018-04-01
3120,2018-05-25,2018-05-29,2018-04-01
3121,2018-05-29,2018-05-30,2018-04-01
3122,2018-05-30,2018-05-31,2018-04-01
3123,2018-05-31,2018-06-01,2018-04-01
3124,2018-06-01,2018-06-04,2018-04-01
3125,2018-06-04,2018-06-05,2018-04-01
3126,2018-06-05,2018-06-06,2018-04-01
3127,2018-06-06,2018-06-07,2018-04-01
3128,2018-06-07,2018-06-08,2018-04-01
3129,2018-06-08,2018-06-11,2018-04-01
3130,2018-06-11,2018-06-12,2018-04-01
3131,2018-06-12,2018-06-13,2018-04-01
3132,2018-06-13,2018-06-14,2018-04-01
3133,2018-06-14,2018-06-15,2018-04-01
3134,2018-06-15,2018-06-18,2018-04-01
3135,2018-06-18,2018-06-19,2018-04-01
3136,2018-06-19,2018-06-20,2018-04-01
3137,2018-06-20,2018-06-21,2018-04-01
3138,2018-06-21,2018-06-22,2018-04-01
3139,2018-06-22,2018-06-25,2018-04-01
3140,2018-06-25,2018-06-26,2018-04-01
3141,2018-06-26,2018-06-27,2018-04-01
3142,2018-06-27,2018-06-28,2018-04-01
3143,2018-06-28,2018-06-29,2018-04-01
3144,2018-06-29,2018-07-02,2018-04-01
3145,2018-07-02,2018-07-03,2018-07-01
3146,2018-07-03,2018-07-05,2018-07-01
3147,2018-07-05,2018-07-06,2018-07-01
3148,2018-07-06,2018-07-09,2018-07-01
3149,2018-07-09,2018-07-10,2018-07-01
3150,2018-07-10,2018-07-11,2018-07-01
3151,2018-07-11,2018-07-12,2018-07-01
3152,2018-07-12,2018-07-13,2018-07-01
3153,2018-07-13,2018-07-16,2018-07-01
3154,2018-07-16,2018-07-17,2018-07-01
3155,2018-07-17,2018-07-18,2018-07-01
3156,2018-07-18,2018-07-19,2018-07-01
3157,2018-07-19,2018-07-20,2018-07-01
3158,2018-07-20,2018-07-23,2018-07-01
3159,2018-07-23,2018-07-24,2018-07-01
3160,2018-07-24,2018-07-25,2018-07-01
3161,2018-07-25,2018-07-26,2018-07-01
3162,2018-07-26,2018-07-27,2018-07-01
3163,2018-07-27,2018-07-30,2018-07-01
3164,2018-07-30,2018-07-31,2018-07-01
3165,2018-07-31,2018-08-01,2018-07-01
3166,2018-08-01,2018-08-02,2018-07-01
3167,2018-08-02,2018-08-03,2018-07-01
3168,2018-08-03,2018-08-06,2018-07-01
3169,2018-08-06,2018-08-07,2018-07-01
3170,2018-08-07,2018-08-08,2018-07-01
3171,2018-08-08,2018-08-09,2018-07-01
3172,2018-08-09,2018-08-10,2018-07-01
3173,2018-08-10,2018-08-13,2018-07-01
3174,2018-08-13,2018-08-14,2018-07-01
3175,2018-08-14,2018-08-15,2018-07-01
3176,2018-08-15,2018-08-16,2018-07-01
3177,2018-08-16,2018-08-17,2018-07-01
3178,2018-08-17,2018-08-20,2018-07-01
3179,2018-08-20,2018-08-21,2018-07-01
3180,2018-08-21,2018-08-22,2018-07-01
3181,2018-08-22,2018-08-23,2018-07-01
3182,2018-08-23,2018-08-24,2018-07-01
3183,2018-08-24,2018-08-27,2018-07-01
3184,2018-08-27,2018-08-28,2018-07-01
3185,2018-08-28,2018-08-29,2018-07-01
3186,2018-08-29,2018-08-30,2018-07-01
3187,2018-08-30,2018-08-31,2018-07-01
3188,2018-08-31,2018-09-04,2018-07-01
3189,2018-09-04,2018-09-05,2018-07-01
3190,2018-09-05,2018-09-06,2018-07-01
3191,2018-09-06,2018-09-07,2018-07-01
3192,2018-09-07,2018-09-10,2018-07-01
3193,2018-09-10,2018-09-11,2018-07-01
3194,2018-09-11,2018-09-12,2018-07-01
3195,2018-09-12,2018-09-13,2018-07-01
3196,2018-09-13,2018-09-14,2018-07-01
3197,2018-09-14,2018-09-17,2018-07-01
3198,2018-09-17,2018-09-18,2018-07-01
3199,2018-09-18,2018-09-19,2018-07-01
3200,2018-09-19,2018-09-20,2018-07-01
3201,2018-09-20,2018-09-21,2018-07-01
3202,2018-09-21,2018-09-24,2018-07-01
3203,2018-09-24,2018-09-25,2018-07-01
3204,2018-09-25,2018-09-26,2018-07-01
3205,2018-09-26,2018-09-27,2018-07-01
3206,2018-09-27,2018-09-28,2018-07-01
3207,2018-09-28,2018-10-01,2018-07-01
3208,2018-10-01,2018-10-02,2018-10-01
3209,2018-10-02,2018-10-03,2018-10-01
3210,2018-10-03,2018-10-04,2018-10-01
3211,2018-10-04,2018-10-05,2018-10-01
3212,2018-10-05,2018-10-08,2018-10-01
3213,2018-10-08,2018-10-09,2018-10-01
3214,2018-10-09,2018-10-10,2018-10-01
3215,2018-10-10,2018-10-11,2018-10-01
3216,2018-10-11,2018-10-12,2018-10-01
3217,2018-10-12,2018-10-15,2018-10-01
3218,2018-10-15,2018-10-16,2018-10-01
3219,2018-10-16,2018-10-17,2018-10-01
3220,2018-10-17,2018-10-18,2018-10-01
3221,2018-10-18,2018-10-19,2018-10-01
3222,2018-10-19,2018-10-22,2018-10-01
3223,2018-10-22,2018-10-23,2018-10-01
3224,2018-10-23,2018-10-24,2018-10-01
3225,2018-10-24,2018-10-25,2018-10-01
3226,2018-10-25,2018-10-26,2018-10-01
3227,2018-10-26,2018-10-29,2018-10-01
3228,2018-10-29,2018-10-30,2018-10-01
3229,2018-10-30,2018-10-31,2018-10-01
3230,2018-10-31,2018-11-01,2018-10-01
3231,2018-11-01,2018-11-02,2018-10-01
3232,2018-11-02,2018-11-05,2018-10-01
3233,2018-11-05,2018-11-06,2018-10-01
3234,2018-11-06,2018-11-07,2018-10-01
3235,2018-11-07,2018-11-08,2018-10-01
3236,2018-11-08,2018-11-09,2018-10-01
3237,2018-11-09,2018-11-12,2018-10-01
3238,2018-11-12,2018-11-13,2018-10-01
3239,2018-11-13,2018-11-14,2018-10-01
3240,2018-11-14,2018-11-15,2018-10-01
3241,2018-11-15,2018-11-16,2018-10-01
3242,2018-11-16,2018-11-19,2018-10-01
3243,2018-11-19,2018-11-20,2018-10-01
3244,2018-11-20,2018-11-21,2018-10-01
3245,2018-11-21,2018-11-23,2018-10-01
3246,2018-11-23,2018-11-26,2018-10-01
3247,2018-11-26,2018-11-27,2018-10-01
3248,2018-11-27,2018-11-28,2018-10-01
3249,2018-11-28,2018-11-29,2018-10-01
3250,2018-11-29,2018-11-30,2018-10-01
3251,2018-11-30,2018-12-03,2018-10-01
3252,2018-12-03,2018-12-04,2018-10-01
3253,2018-12-04,2018-12-06,2018-10-01
3254,2018-12-06,2018-12-07,2018-10-01
3255,2018-12-07,2018-12-10,2018-10-01
3256,2018-12-10,2018-12-11,2018-10-01
3257,2018-12-11,2018-12-12,2018-10-01
3258,2018-12-12,2018-12-13,2018-10-01
3259,2018-12-13,2018-12-14,2018-10-01
3260,2018-12-14,2018-12-17,2018-10-01
3261,2018-12-17,2018-12-18,2018-10-01
3262,2018-12-18,2018-12-19,2018-10-01
3263,2018-12-19,2018-12-20,2018-10-01
3264,2018-12-20,2018-12-21,2018-10-01
3265,2018-12-21,2018-12-24,2018-10-01
3266,2018-12-24,2018-12-26,2018-10-01
3267,2018-12-26,2018-12-27,2018-10-01
3268,2018-12-27,2018-12-28,2018-10-01
3269,2018-12-28,2018-12-31,2018-10-01
3270,2018-12-31,2019-01-02,2018-10-01
